model,rep,condition,trial_number,raw_choice,final_choice,intervened,correct,persistence_error
claude,28,YokedRandom,33,color,color,0,0,0
claude,28,YokedRandom,34,color,color,0,0,0
claude,28,YokedRandom,35,color,color,0,0,0
claude,28,YokedRandom,36,color,color,0,0,0
claude,28,OracleFull,1,number,number,0,0,0
claude,28,OracleFull,2,color,color,0,1,0
claude,28,OracleFull,3,color,color,0,1,0
claude,28,OracleFull,4,color,color,0,1,0
claude,28,OracleFull,5,color,color,0,1,0
claude,28,OracleFull,6,color,color,0,1,0
claude,28,OracleFull,7,color,shape,1,1,0
claude,28,OracleFull,8,color,shape,1,1,0
claude,28,OracleFull,9,color,color,0,0,1
claude,28,OracleFull,10,color,color,0,0,1
claude,28,OracleFull,11,number,number,0,0,0
claude,28,OracleFull,12,color,color,0,0,1
claude,28,OracleFull,13,color,color,0,0,0
claude,28,OracleFull,14,color,number,1,1,0
claude,28,OracleFull,15,color,color,0,0,0
claude,28,OracleFull,16,color,color,0,0,0
claude,28,OracleFull,17,color,number,1,1,0
claude,28,OracleFull,18,color,color,0,0,0
claude,28,OracleFull,19,color,color,0,1,0
claude,28,OracleFull,20,color,color,0,1,0
claude,28,OracleFull,21,color,color,0,1,0
claude,28,OracleFull,22,color,color,0,1,0
claude,28,OracleFull,23,color,color,0,1,0
claude,28,OracleFull,24,color,color,0,1,0
claude,28,OracleFull,25,color,shape,1,1,0
claude,28,OracleFull,26,color,shape,1,1,0
claude,28,OracleFull,27,number,number,0,0,0
claude,28,OracleFull,28,color,color,0,0,1
claude,28,OracleFull,29,shape,shape,0,1,0
claude,28,OracleFull,30,color,color,0,0,1
claude,28,OracleFull,31,color,color,0,0,0
claude,28,OracleFull,32,color,number,1,1,0
claude,28,OracleFull,33,color,color,0,0,0
claude,28,OracleFull,34,color,color,0,0,0
claude,28,OracleFull,35,color,number,1,1,0
claude,28,OracleFull,36,color,color,0,0,0
claude,29,RawLLM,1,color,color,0,1,0
claude,29,RawLLM,2,color,color,0,1,0
claude,29,RawLLM,3,color,color,0,1,0
claude,29,RawLLM,4,color,color,0,1,0
claude,29,RawLLM,5,color,color,0,1,0
claude,29,RawLLM,6,color,color,0,1,0
claude,29,RawLLM,7,color,color,0,0,1
claude,29,RawLLM,8,color,color,0,0,1
claude,29,RawLLM,9,color,color,0,0,1
claude,29,RawLLM,10,color,color,0,0,1
claude,29,RawLLM,11,color,color,0,0,1
claude,29,RawLLM,12,color,color,0,0,1
claude,29,RawLLM,13,color,color,0,0,0
claude,29,RawLLM,14,color,color,0,0,0
claude,29,RawLLM,15,color,color,0,0,0
claude,29,RawLLM,16,number,number,0,1,0
claude,29,RawLLM,17,color,color,0,0,0
claude,29,RawLLM,18,color,color,0,0,0
claude,29,RawLLM,19,color,color,0,1,0
claude,29,RawLLM,20,shape,shape,0,0,0
claude,29,RawLLM,21,color,color,0,1,0
claude,29,RawLLM,22,color,color,0,1,0
claude,29,RawLLM,23,color,color,0,1,0
claude,29,RawLLM,24,color,color,0,1,0
claude,29,RawLLM,25,color,color,0,0,1
claude,29,RawLLM,26,color,color,0,0,1
claude,29,RawLLM,27,number,number,0,0,0
claude,29,RawLLM,28,color,color,0,0,1
claude,29,RawLLM,29,shape,shape,0,1,0
claude,29,RawLLM,30,color,color,0,0,1
claude,29,RawLLM,31,color,color,0,0,0
claude,29,RawLLM,32,color,color,0,0,0
claude,29,RawLLM,33,color,color,0,0,0
claude,29,RawLLM,34,color,color,0,0,0
claude,29,RawLLM,35,color,color,0,0,0
claude,29,RawLLM,36,color,color,0,0,0
claude,29,RuleBlindFull,1,color,color,0,1,0
claude,29,RuleBlindFull,2,color,color,0,1,0
claude,29,RuleBlindFull,3,color,color,0,1,0
claude,29,RuleBlindFull,4,color,color,0,1,0
claude,29,RuleBlindFull,5,color,color,0,1,0
claude,29,RuleBlindFull,6,color,color,0,1,0
claude,29,RuleBlindFull,7,color,color,0,0,1
claude,29,RuleBlindFull,8,color,color,0,0,1
claude,29,RuleBlindFull,9,color,shape,1,1,0
claude,29,RuleBlindFull,10,color,shape,1,1,0
claude,29,RuleBlindFull,11,color,color,0,0,1
claude,29,RuleBlindFull,12,color,color,0,0,1
claude,29,RuleBlindFull,13,color,color,0,0,0
claude,29,RuleBlindFull,14,color,color,0,0,0
claude,29,RuleBlindFull,15,color,color,0,0,0
claude,29,RuleBlindFull,16,number,number,0,1,0
claude,29,RuleBlindFull,17,color,color,0,0,0
claude,29,RuleBlindFull,18,color,color,0,0,0
claude,29,RuleBlindFull,19,color,color,0,1,0
claude,29,RuleBlindFull,20,shape,shape,0,0,0
claude,29,RuleBlindFull,21,color,color,0,1,0
claude,29,RuleBlindFull,22,color,color,0,1,0
claude,29,RuleBlindFull,23,color,color,0,1,0
claude,29,RuleBlindFull,24,color,color,0,1,0
claude,29,RuleBlindFull,25,color,color,0,0,1
claude,29,RuleBlindFull,26,color,color,0,0,1
claude,29,RuleBlindFull,27,number,number,0,0,0
claude,29,RuleBlindFull,28,color,shape,1,1,0
claude,29,RuleBlindFull,29,shape,shape,0,1,0
claude,29,RuleBlindFull,30,color,color,0,0,1
claude,29,RuleBlindFull,31,color,color,0,0,0
claude,29,RuleBlindFull,32,color,color,0,0,0
claude,29,RuleBlindFull,33,color,color,0,0,0
claude,29,RuleBlindFull,34,color,color,0,0,0
claude,29,RuleBlindFull,35,color,color,0,0,0
claude,29,RuleBlindFull,36,color,color,0,0,0
claude,29,NoVeto,1,color,color,0,1,0
claude,29,NoVeto,2,color,color,0,1,0
claude,29,NoVeto,3,color,color,0,1,0
claude,29,NoVeto,4,color,color,0,1,0
claude,29,NoVeto,5,color,color,0,1,0
claude,29,NoVeto,6,color,color,0,1,0
claude,29,NoVeto,7,color,color,0,0,1
claude,29,NoVeto,8,color,color,0,0,1
claude,29,NoVeto,9,color,color,0,0,1
claude,29,NoVeto,10,color,color,0,0,1
claude,29,NoVeto,11,color,color,0,0,1
claude,29,NoVeto,12,color,color,0,0,1
claude,29,NoVeto,13,color,color,0,0,0
claude,29,NoVeto,14,color,color,0,0,0
claude,29,NoVeto,15,color,color,0,0,0
claude,29,NoVeto,16,number,number,0,1,0
claude,29,NoVeto,17,color,color,0,0,0
claude,29,NoVeto,18,color,color,0,0,0
claude,29,NoVeto,19,color,color,0,1,0
claude,29,NoVeto,20,shape,shape,0,0,0
claude,29,NoVeto,21,color,color,0,1,0
claude,29,NoVeto,22,color,color,0,1,0
claude,29,NoVeto,23,color,color,0,1,0
claude,29,NoVeto,24,color,color,0,1,0
claude,29,NoVeto,25,color,color,0,0,1
claude,29,NoVeto,26,color,color,0,0,1
claude,29,NoVeto,27,number,number,0,0,0
claude,29,NoVeto,28,color,color,0,0,1
claude,29,NoVeto,29,shape,shape,0,1,0
claude,29,NoVeto,30,color,color,0,0,1
claude,29,NoVeto,31,color,color,0,0,0
claude,29,NoVeto,32,color,color,0,0,0
claude,29,NoVeto,33,color,color,0,0,0
claude,29,NoVeto,34,color,color,0,0,0
claude,29,NoVeto,35,color,color,0,0,0
claude,29,NoVeto,36,color,color,0,0,0
claude,29,TrajectoryOnly,1,color,color,0,1,0
claude,29,TrajectoryOnly,2,color,color,0,1,0
claude,29,TrajectoryOnly,3,color,color,0,1,0
claude,29,TrajectoryOnly,4,color,color,0,1,0
claude,29,TrajectoryOnly,5,color,color,0,1,0
claude,29,TrajectoryOnly,6,color,shape,1,0,0
claude,29,TrajectoryOnly,7,color,color,0,0,1
claude,29,TrajectoryOnly,8,color,color,0,0,1
claude,29,TrajectoryOnly,9,color,color,0,0,1
claude,29,TrajectoryOnly,10,color,color,0,0,1
claude,29,TrajectoryOnly,11,color,color,0,0,1
claude,29,TrajectoryOnly,12,color,number,1,0,0
claude,29,TrajectoryOnly,13,color,color,0,0,0
claude,29,TrajectoryOnly,14,color,color,0,0,0
claude,29,TrajectoryOnly,15,color,color,0,0,0
claude,29,TrajectoryOnly,16,number,number,0,1,0
claude,29,TrajectoryOnly,17,color,color,0,0,0
claude,29,TrajectoryOnly,18,color,color,0,0,0
claude,29,TrajectoryOnly,19,color,color,0,1,0
claude,29,TrajectoryOnly,20,shape,shape,0,0,0
claude,29,TrajectoryOnly,21,color,color,0,1,0
claude,29,TrajectoryOnly,22,color,color,0,1,0
claude,29,TrajectoryOnly,23,color,color,0,1,0
claude,29,TrajectoryOnly,24,color,color,0,1,0
claude,29,TrajectoryOnly,25,color,color,0,0,1
claude,29,TrajectoryOnly,26,color,number,1,0,0
claude,29,TrajectoryOnly,27,number,number,0,0,0
claude,29,TrajectoryOnly,28,color,color,0,0,1
claude,29,TrajectoryOnly,29,shape,shape,0,1,0
claude,29,TrajectoryOnly,30,color,color,0,0,1
claude,29,TrajectoryOnly,31,color,color,0,0,0
claude,29,TrajectoryOnly,32,color,color,0,0,0
claude,29,TrajectoryOnly,33,color,color,0,0,0
claude,29,TrajectoryOnly,34,color,color,0,0,0
claude,29,TrajectoryOnly,35,color,number,1,1,0
claude,29,TrajectoryOnly,36,color,color,0,0,0
claude,29,YokedRandom,1,color,color,0,1,0
claude,29,YokedRandom,2,color,color,0,1,0
claude,29,YokedRandom,3,color,color,0,1,0
claude,29,YokedRandom,4,color,color,0,1,0
claude,29,YokedRandom,5,color,color,0,1,0
claude,29,YokedRandom,6,color,color,0,1,0
claude,29,YokedRandom,7,color,color,0,0,1
claude,29,YokedRandom,8,color,color,0,0,1
claude,29,YokedRandom,9,color,shape,1,1,0
claude,29,YokedRandom,10,color,number,1,0,0
claude,29,YokedRandom,11,color,color,0,0,1
claude,29,YokedRandom,12,color,color,0,0,1
claude,29,YokedRandom,13,color,color,0,0,0
claude,29,YokedRandom,14,color,color,0,0,0
claude,29,YokedRandom,15,color,color,0,0,0
claude,29,YokedRandom,16,number,number,0,1,0
claude,29,YokedRandom,17,color,color,0,0,0
claude,29,YokedRandom,18,color,color,0,0,0
claude,29,YokedRandom,19,color,color,0,1,0
claude,29,YokedRandom,20,shape,shape,0,0,0
claude,29,YokedRandom,21,color,color,0,1,0
claude,29,YokedRandom,22,color,color,0,1,0
claude,29,YokedRandom,23,color,color,0,1,0
claude,29,YokedRandom,24,color,color,0,1,0
claude,29,YokedRandom,25,color,color,0,0,1
claude,29,YokedRandom,26,color,color,0,0,1
claude,29,YokedRandom,27,number,number,0,0,0
claude,29,YokedRandom,28,color,shape,1,1,0
claude,29,YokedRandom,29,shape,shape,0,1,0
claude,29,YokedRandom,30,color,color,0,0,1
claude,29,YokedRandom,31,color,color,0,0,0
claude,29,YokedRandom,32,color,color,0,0,0
claude,29,YokedRandom,33,color,color,0,0,0
claude,29,YokedRandom,34,color,color,0,0,0
claude,29,YokedRandom,35,color,color,0,0,0
claude,29,YokedRandom,36,color,color,0,0,0
claude,29,OracleFull,1,color,color,0,1,0
claude,29,OracleFull,2,color,color,0,1,0
claude,29,OracleFull,3,color,color,0,1,0
claude,29,OracleFull,4,color,color,0,1,0
claude,29,OracleFull,5,color,color,0,1,0
claude,29,OracleFull,6,color,color,0,1,0
claude,29,OracleFull,7,color,shape,1,1,0
claude,29,OracleFull,8,color,shape,1,1,0
claude,29,OracleFull,9,color,color,0,0,1
claude,29,OracleFull,10,color,color,0,0,1
claude,29,OracleFull,11,color,shape,1,1,0
claude,29,OracleFull,12,color,color,0,0,1
claude,29,OracleFull,13,color,color,0,0,0
claude,29,OracleFull,14,color,number,1,1,0
claude,29,OracleFull,15,color,color,0,0,0
claude,29,OracleFull,16,number,number,0,1,0
claude,29,OracleFull,17,color,color,0,0,0
claude,29,OracleFull,18,color,color,0,0,0
claude,29,OracleFull,19,color,color,0,1,0
claude,29,OracleFull,20,shape,shape,0,0,0
claude,29,OracleFull,21,color,color,0,1,0
claude,29,OracleFull,22,color,color,0,1,0
claude,29,OracleFull,23,color,color,0,1,0
claude,29,OracleFull,24,color,color,0,1,0
claude,29,OracleFull,25,color,shape,1,1,0
claude,29,OracleFull,26,color,shape,1,1,0
claude,29,OracleFull,27,number,number,0,0,0
claude,29,OracleFull,28,color,color,0,0,1
claude,29,OracleFull,29,shape,shape,0,1,0
claude,29,OracleFull,30,color,color,0,0,1
claude,29,OracleFull,31,color,color,0,0,0
claude,29,OracleFull,32,color,number,1,1,0
claude,29,OracleFull,33,color,color,0,0,0
claude,29,OracleFull,34,color,color,0,0,0
claude,29,OracleFull,35,color,number,1,1,0
claude,29,OracleFull,36,color,color,0,0,0
claude,30,RawLLM,1,color,color,0,1,0
claude,30,RawLLM,2,color,color,0,1,0
claude,30,RawLLM,3,color,color,0,1,0
claude,30,RawLLM,4,color,color,0,1,0
claude,30,RawLLM,5,color,color,0,1,0
claude,30,RawLLM,6,color,color,0,1,0
claude,30,RawLLM,7,color,color,0,0,1
claude,30,RawLLM,8,color,color,0,0,1
claude,30,RawLLM,9,number,number,0,0,0
claude,30,RawLLM,10,color,color,0,0,1
claude,30,RawLLM,11,number,number,0,0,0
claude,30,RawLLM,12,color,color,0,0,1
claude,30,RawLLM,13,color,color,0,0,0
claude,30,RawLLM,14,color,color,0,0,0
claude,30,RawLLM,15,color,color,0,0,0
claude,30,RawLLM,16,color,color,0,0,0
claude,30,RawLLM,17,color,color,0,0,0
claude,30,RawLLM,18,color,color,0,0,0
claude,30,RawLLM,19,color,color,0,1,0
claude,30,RawLLM,20,color,color,0,1,0
claude,30,RawLLM,21,color,color,0,1,0
claude,30,RawLLM,22,color,color,0,1,0
claude,30,RawLLM,23,color,color,0,1,0
claude,30,RawLLM,24,color,color,0,1,0
claude,30,RawLLM,25,number,number,0,0,0
claude,30,RawLLM,26,color,color,0,0,1
claude,30,RawLLM,27,color,color,0,0,1
claude,30,RawLLM,28,color,color,0,0,1
claude,30,RawLLM,29,number,number,0,0,0
claude,30,RawLLM,30,color,color,0,0,1
claude,30,RawLLM,31,color,color,0,0,0
claude,30,RawLLM,32,color,color,0,0,0
claude,30,RawLLM,33,color,color,0,0,0
claude,30,RawLLM,34,color,color,0,0,0
claude,30,RawLLM,35,color,color,0,0,0
claude,30,RawLLM,36,color,color,0,0,0
claude,30,RuleBlindFull,1,color,color,0,1,0
claude,30,RuleBlindFull,2,color,color,0,1,0
claude,30,RuleBlindFull,3,color,color,0,1,0
claude,30,RuleBlindFull,4,color,color,0,1,0
claude,30,RuleBlindFull,5,color,color,0,1,0
claude,30,RuleBlindFull,6,color,color,0,1,0
claude,30,RuleBlindFull,7,color,color,0,0,1
claude,30,RuleBlindFull,8,color,color,0,0,1
claude,30,RuleBlindFull,9,number,number,0,0,0
claude,30,RuleBlindFull,10,color,shape,1,1,0
claude,30,RuleBlindFull,11,number,number,0,0,0
claude,30,RuleBlindFull,12,color,color,0,0,1
claude,30,RuleBlindFull,13,color,color,0,0,0
claude,30,RuleBlindFull,14,color,color,0,0,0
claude,30,RuleBlindFull,15,color,color,0,0,0
claude,30,RuleBlindFull,16,color,color,0,0,0
claude,30,RuleBlindFull,17,color,color,0,0,0
claude,30,RuleBlindFull,18,color,color,0,0,0
claude,30,RuleBlindFull,19,color,color,0,1,0
claude,30,RuleBlindFull,20,color,color,0,1,0
claude,30,RuleBlindFull,21,color,color,0,1,0
claude,30,RuleBlindFull,22,color,color,0,1,0
claude,30,RuleBlindFull,23,color,color,0,1,0
claude,30,RuleBlindFull,24,color,color,0,1,0
claude,30,RuleBlindFull,25,number,number,0,0,0
claude,30,RuleBlindFull,26,color,color,0,0,1
claude,30,RuleBlindFull,27,color,color,0,0,1
claude,30,RuleBlindFull,28,color,shape,1,1,0
claude,30,RuleBlindFull,29,number,number,0,0,0
claude,30,RuleBlindFull,30,color,shape,1,1,0
claude,30,RuleBlindFull,31,color,color,0,0,0
claude,30,RuleBlindFull,32,color,color,0,0,0
claude,30,RuleBlindFull,33,color,color,0,0,0
claude,30,RuleBlindFull,34,color,color,0,0,0
claude,30,RuleBlindFull,35,color,color,0,0,0
claude,30,RuleBlindFull,36,color,color,0,0,0
claude,30,NoVeto,1,color,color,0,1,0
claude,30,NoVeto,2,color,color,0,1,0
claude,30,NoVeto,3,color,color,0,1,0
claude,30,NoVeto,4,color,color,0,1,0
claude,30,NoVeto,5,color,color,0,1,0
claude,30,NoVeto,6,color,color,0,1,0
claude,30,NoVeto,7,color,color,0,0,1
claude,30,NoVeto,8,color,color,0,0,1
claude,30,NoVeto,9,number,number,0,0,0
claude,30,NoVeto,10,color,color,0,0,1
claude,30,NoVeto,11,number,number,0,0,0
claude,30,NoVeto,12,color,color,0,0,1
claude,30,NoVeto,13,color,color,0,0,0
claude,30,NoVeto,14,color,color,0,0,0
claude,30,NoVeto,15,color,color,0,0,0
claude,30,NoVeto,16,color,color,0,0,0
claude,30,NoVeto,17,color,color,0,0,0
claude,30,NoVeto,18,color,color,0,0,0
claude,30,NoVeto,19,color,color,0,1,0
claude,30,NoVeto,20,color,color,0,1,0
claude,30,NoVeto,21,color,color,0,1,0
claude,30,NoVeto,22,color,color,0,1,0
claude,30,NoVeto,23,color,color,0,1,0
claude,30,NoVeto,24,color,color,0,1,0
claude,30,NoVeto,25,number,number,0,0,0
claude,30,NoVeto,26,color,color,0,0,1
claude,30,NoVeto,27,color,color,0,0,1
claude,30,NoVeto,28,color,color,0,0,1
claude,30,NoVeto,29,number,number,0,0,0
claude,30,NoVeto,30,color,color,0,0,1
claude,30,NoVeto,31,color,color,0,0,0
claude,30,NoVeto,32,color,color,0,0,0
claude,30,NoVeto,33,color,color,0,0,0
claude,30,NoVeto,34,color,color,0,0,0
claude,30,NoVeto,35,color,color,0,0,0
claude,30,NoVeto,36,color,color,0,0,0
claude,30,TrajectoryOnly,1,color,color,0,1,0
claude,30,TrajectoryOnly,2,color,color,0,1,0
claude,30,TrajectoryOnly,3,color,color,0,1,0
claude,30,TrajectoryOnly,4,color,color,0,1,0
claude,30,TrajectoryOnly,5,color,color,0,1,0
claude,30,TrajectoryOnly,6,color,shape,1,0,0
claude,30,TrajectoryOnly,7,color,color,0,0,1
claude,30,TrajectoryOnly,8,color,color,0,0,1
claude,30,TrajectoryOnly,9,number,number,0,0,0
claude,30,TrajectoryOnly,10,color,color,0,0,1
claude,30,TrajectoryOnly,11,number,number,0,0,0
claude,30,TrajectoryOnly,12,color,color,0,0,1
claude,30,TrajectoryOnly,13,color,color,0,0,0
claude,30,TrajectoryOnly,14,color,color,0,0,0
claude,30,TrajectoryOnly,15,color,color,0,0,0
claude,30,TrajectoryOnly,16,color,color,0,0,0
claude,30,TrajectoryOnly,17,color,shape,1,0,1
claude,30,TrajectoryOnly,18,color,color,0,0,0
claude,30,TrajectoryOnly,19,color,color,0,1,0
claude,30,TrajectoryOnly,20,color,color,0,1,0
claude,30,TrajectoryOnly,21,color,color,0,1,0
claude,30,TrajectoryOnly,22,color,color,0,1,0
claude,30,TrajectoryOnly,23,color,number,1,0,1
claude,30,TrajectoryOnly,24,color,color,0,1,0
claude,30,TrajectoryOnly,25,number,number,0,0,0
claude,30,TrajectoryOnly,26,color,color,0,0,1
claude,30,TrajectoryOnly,27,color,color,0,0,1
claude,30,TrajectoryOnly,28,color,color,0,0,1
claude,30,TrajectoryOnly,29,number,number,0,0,0
claude,30,TrajectoryOnly,30,color,color,0,0,1
claude,30,TrajectoryOnly,31,color,color,0,0,0
claude,30,TrajectoryOnly,32,color,color,0,0,0
claude,30,TrajectoryOnly,33,color,color,0,0,0
claude,30,TrajectoryOnly,34,color,color,0,0,0
claude,30,TrajectoryOnly,35,color,shape,1,0,1
claude,30,TrajectoryOnly,36,color,color,0,0,0
claude,30,YokedRandom,1,color,color,0,1,0
claude,30,YokedRandom,2,color,color,0,1,0
claude,30,YokedRandom,3,color,color,0,1,0
claude,30,YokedRandom,4,color,color,0,1,0
claude,30,YokedRandom,5,color,color,0,1,0
claude,30,YokedRandom,6,color,color,0,1,0
claude,30,YokedRandom,7,color,color,0,0,1
claude,30,YokedRandom,8,color,color,0,0,1
claude,30,YokedRandom,9,number,number,0,0,0
claude,30,YokedRandom,10,color,number,1,0,0
claude,30,YokedRandom,11,number,number,0,0,0
claude,30,YokedRandom,12,color,color,0,0,1
claude,30,YokedRandom,13,color,color,0,0,0
claude,30,YokedRandom,14,color,color,0,0,0
claude,30,YokedRandom,15,color,color,0,0,0
claude,30,YokedRandom,16,color,color,0,0,0
claude,30,YokedRandom,17,color,color,0,0,0
claude,30,YokedRandom,18,color,color,0,0,0
claude,30,YokedRandom,19,color,color,0,1,0
claude,30,YokedRandom,20,color,color,0,1,0
claude,30,YokedRandom,21,color,color,0,1,0
claude,30,YokedRandom,22,color,color,0,1,0
claude,30,YokedRandom,23,color,color,0,1,0
claude,30,YokedRandom,24,color,color,0,1,0
claude,30,YokedRandom,25,number,number,0,0,0
claude,30,YokedRandom,26,color,color,0,0,1
claude,30,YokedRandom,27,color,color,0,0,1
claude,30,YokedRandom,28,color,shape,1,1,0
claude,30,YokedRandom,29,number,number,0,0,0
claude,30,YokedRandom,30,color,shape,1,1,0
claude,30,YokedRandom,31,color,color,0,0,0
claude,30,YokedRandom,32,color,color,0,0,0
claude,30,YokedRandom,33,color,color,0,0,0
claude,30,YokedRandom,34,color,color,0,0,0
claude,30,YokedRandom,35,color,color,0,0,0
claude,30,YokedRandom,36,color,color,0,0,0
claude,30,OracleFull,1,color,color,0,1,0
claude,30,OracleFull,2,color,color,0,1,0
claude,30,OracleFull,3,color,color,0,1,0
claude,30,OracleFull,4,color,color,0,1,0
claude,30,OracleFull,5,color,color,0,1,0
claude,30,OracleFull,6,color,color,0,1,0
claude,30,OracleFull,7,color,shape,1,1,0
claude,30,OracleFull,8,color,shape,1,1,0
claude,30,OracleFull,9,number,number,0,0,0
claude,30,OracleFull,10,color,color,0,0,1
claude,30,OracleFull,11,number,number,0,0,0
claude,30,OracleFull,12,color,color,0,0,1
claude,30,OracleFull,13,color,color,0,0,0
claude,30,OracleFull,14,color,number,1,1,0
claude,30,OracleFull,15,color,color,0,0,0
claude,30,OracleFull,16,color,color,0,0,0
claude,30,OracleFull,17,color,number,1,1,0
claude,30,OracleFull,18,color,color,0,0,0
claude,30,OracleFull,19,color,color,0,1,0
claude,30,OracleFull,20,color,color,0,1,0
claude,30,OracleFull,21,color,color,0,1,0
claude,30,OracleFull,22,color,color,0,1,0
claude,30,OracleFull,23,color,color,0,1,0
claude,30,OracleFull,24,color,color,0,1,0
claude,30,OracleFull,25,number,number,0,0,0
claude,30,OracleFull,26,color,shape,1,1,0
claude,30,OracleFull,27,color,shape,1,1,0
claude,30,OracleFull,28,color,color,0,0,1
claude,30,OracleFull,29,number,number,0,0,0
claude,30,OracleFull,30,color,color,0,0,1
claude,30,OracleFull,31,color,color,0,0,0
claude,30,OracleFull,32,color,number,1,1,0
claude,30,OracleFull,33,color,color,0,0,0
claude,30,OracleFull,34,color,color,0,0,0
claude,30,OracleFull,35,color,number,1,1,0
claude,30,OracleFull,36,color,color,0,0,0
gpt,1,RawLLM,1,color,color,0,1,0
gpt,1,RawLLM,2,color,color,0,1,0
gpt,1,RawLLM,3,color,color,0,1,0
gpt,1,RawLLM,4,shape,shape,0,0,0
gpt,1,RawLLM,5,color,color,0,1,0
gpt,1,RawLLM,6,color,color,0,1,0
gpt,1,RawLLM,7,color,color,0,0,1
gpt,1,RawLLM,8,color,color,0,0,1
gpt,1,RawLLM,9,color,color,0,0,1
gpt,1,RawLLM,10,color,color,0,0,1
gpt,1,RawLLM,11,color,color,0,0,1
gpt,1,RawLLM,12,color,color,0,0,1
gpt,1,RawLLM,13,color,color,0,0,0
gpt,1,RawLLM,14,color,color,0,0,0
gpt,1,RawLLM,15,color,color,0,0,0
gpt,1,RawLLM,16,color,color,0,0,0
gpt,1,RawLLM,17,color,color,0,0,0
gpt,1,RawLLM,18,shape,shape,0,0,1
gpt,1,RawLLM,19,color,color,0,1,0
gpt,1,RawLLM,20,color,color,0,1,0
gpt,1,RawLLM,21,color,color,0,1,0
gpt,1,RawLLM,22,color,color,0,1,0
gpt,1,RawLLM,23,color,color,0,1,0
gpt,1,RawLLM,24,color,color,0,1,0
gpt,1,RawLLM,25,color,color,0,0,1
gpt,1,RawLLM,26,color,color,0,0,1
gpt,1,RawLLM,27,color,color,0,0,1
gpt,1,RawLLM,28,color,color,0,0,1
gpt,1,RawLLM,29,color,color,0,0,1
gpt,1,RawLLM,30,color,color,0,0,1
gpt,1,RawLLM,31,color,color,0,0,0
gpt,1,RawLLM,32,color,color,0,0,0
gpt,1,RawLLM,33,color,color,0,0,0
gpt,1,RawLLM,34,color,color,0,0,0
gpt,1,RawLLM,35,color,color,0,0,0
gpt,1,RawLLM,36,color,color,0,0,0
gpt,1,RuleBlindFull,1,color,color,0,1,0
gpt,1,RuleBlindFull,2,color,color,0,1,0
gpt,1,RuleBlindFull,3,color,color,0,1,0
gpt,1,RuleBlindFull,4,shape,shape,0,0,0
gpt,1,RuleBlindFull,5,color,color,0,1,0
gpt,1,RuleBlindFull,6,color,color,0,1,0
gpt,1,RuleBlindFull,7,color,color,0,0,1
gpt,1,RuleBlindFull,8,color,color,0,0,1
gpt,1,RuleBlindFull,9,color,number,1,0,0
gpt,1,RuleBlindFull,10,color,shape,1,1,0
gpt,1,RuleBlindFull,11,color,shape,1,1,0
gpt,1,RuleBlindFull,12,color,color,0,0,1
gpt,1,RuleBlindFull,13,color,color,0,0,0
gpt,1,RuleBlindFull,14,color,color,0,0,0
gpt,1,RuleBlindFull,15,color,color,0,0,0
gpt,1,RuleBlindFull,16,color,color,0,0,0
gpt,1,RuleBlindFull,17,color,color,0,0,0
gpt,1,RuleBlindFull,18,shape,shape,0,0,1
gpt,1,RuleBlindFull,19,color,color,0,1,0
gpt,1,RuleBlindFull,20,color,color,0,1,0
gpt,1,RuleBlindFull,21,color,color,0,1,0
gpt,1,RuleBlindFull,22,color,color,0,1,0
gpt,1,RuleBlindFull,23,color,color,0,1,0
gpt,1,RuleBlindFull,24,color,color,0,1,0
gpt,1,RuleBlindFull,25,color,color,0,0,1
gpt,1,RuleBlindFull,26,color,color,0,0,1
gpt,1,RuleBlindFull,27,color,shape,1,1,0
gpt,1,RuleBlindFull,28,color,shape,1,1,0
gpt,1,RuleBlindFull,29,color,color,0,0,1
gpt,1,RuleBlindFull,30,color,color,0,0,1
gpt,1,RuleBlindFull,31,color,color,0,0,0
gpt,1,RuleBlindFull,32,color,color,0,0,0
gpt,1,RuleBlindFull,33,color,color,0,0,0
gpt,1,RuleBlindFull,34,color,color,0,0,0
gpt,1,RuleBlindFull,35,color,color,0,0,0
gpt,1,RuleBlindFull,36,color,color,0,0,0
gpt,1,NoVeto,1,color,color,0,1,0
gpt,1,NoVeto,2,color,color,0,1,0
gpt,1,NoVeto,3,color,color,0,1,0
gpt,1,NoVeto,4,shape,shape,0,0,0
gpt,1,NoVeto,5,color,color,0,1,0
gpt,1,NoVeto,6,color,color,0,1,0
gpt,1,NoVeto,7,color,color,0,0,1
gpt,1,NoVeto,8,color,color,0,0,1
gpt,1,NoVeto,9,color,color,0,0,1
gpt,1,NoVeto,10,color,color,0,0,1
gpt,1,NoVeto,11,color,color,0,0,1
gpt,1,NoVeto,12,color,color,0,0,1
gpt,1,NoVeto,13,color,color,0,0,0
gpt,1,NoVeto,14,color,color,0,0,0
gpt,1,NoVeto,15,color,color,0,0,0
gpt,1,NoVeto,16,color,color,0,0,0
gpt,1,NoVeto,17,color,color,0,0,0
gpt,1,NoVeto,18,shape,shape,0,0,1
gpt,1,NoVeto,19,color,color,0,1,0
gpt,1,NoVeto,20,color,color,0,1,0
gpt,1,NoVeto,21,color,color,0,1,0
gpt,1,NoVeto,22,color,color,0,1,0
gpt,1,NoVeto,23,color,color,0,1,0
gpt,1,NoVeto,24,color,color,0,1,0
gpt,1,NoVeto,25,color,color,0,0,1
